numeroMuseo	numeroCampo	reino	filum	clase	orden	familia	genero	especie	continente	pais	provincia	canton	parroquia	localidad	localidadVerbatim	fuenteCoordenadas	altitudMax	altitudMin	datum	latitude	longitude	estadoDeterminacion	fechaInicioColeccion	fechaFinColeccion	fechaVerbatim	subespecie	variedad	forma	colector	fechaIdentificacion	tejidos	tipo	cita
QCAZA76961	ASE0125	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Guayas	Naranjal	Naranjal	Alrededores de Recinto 6 de Julio y vía de acceso desde la carretera principal, ~10 km S de Naranjal	PROVINCIA: Guayas; CANTÓN: Naranjal; PARROQUIA: Taura, Naranjal; LOCALIDAD: "6 de Julio" plantación de banano	Georreferenciación	23	23	WGS 84	-2.74345	-79.68249		2019-08-22T00:00:00						Analisa Shields		0			
QCAZA76962	ASE0126	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	machalilla		Ecuador	Guayas	Naranjal	Naranjal	Alrededores de Recinto 6 de Julio y vía de acceso desde la carretera principal, ~10 km S de Naranjal	PROVINCIA: Guayas; CANTÓN: Naranjal; PARROQUIA: Taura, Naranjal; LOCALIDAD: "6 de Julio" plantación de banano	Georreferenciación	23	23	WGS 84	-2.74345	-79.68249		2019-08-22T00:00:00						Analisa Shields		0			
QCAZA76963	ASE0077	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76964	ASE0078	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76965	ASE0079	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76966	ASE0080	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76967	ASE0089	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76968	ASE0090	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76969	ASE0091	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76970	ASE0092	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76971	ASE0093	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76972	ASE0094	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76973	ASE0095	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	San José del Tambo	Puente del Río Changuil, vía San José del Tambo-Chontayacu	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76974	ASE0081	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76975	ASE0082	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76976	ASE0083	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76977	ASE0084	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76978	ASE0085	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76979	ASE0086	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76980	ASE0087	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo-Limón. Orilla del río, riachuelo pasando el puente río limón	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-16T00:00:00						Analisa Shields		0			
QCAZA76981	ASE0096	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Chontayacu; orilla del río, cerca del puente río Changuil	Georreferenciación	714	714	WGS 84	-1.958462	-79.217354		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76982	ASE0097	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo, orilla del río Limón, pasando el puente; riachuelo	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76983	ASE0098	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo, orilla del río Limón, pasando el puente; riachuelo	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76984	ASE0099	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo, orilla del río Limón, pasando el puente; riachuelo	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76985	ASE0100	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: San José del Tambo, orilla del río Limón, pasando el puente; riachuelo	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-17T00:00:00						Analisa Shields		0			
QCAZA76986	ASE0054	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76987	ASE0055	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76988	ASE0056	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76989	ASE0057	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76990	ASE0058	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76991	ASE0059	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76992	ASE0060	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76993	ASE0061	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76994	ASE0062	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76995	ASE0063	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76996	ASE0064	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76997	ASE0065	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Bolívar	Guaranda	Facundo Vela	Recinto La Playita	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Las Playitas	Georreferenciación	784	784	WGS 84	-1.176861	-79.13728		2019-08-13T00:00:00						Analisa Shields		0			
QCAZA76998	ASE0013	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-08T00:00:00						Analisa Shields		0			
QCAZA76999	ASE0014	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-08T00:00:00						Analisa Shields		0			
QCAZA77000	ASE0015	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-08T00:00:00						Analisa Shields		0			
QCAZA77001	ASE0047	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-11T00:00:00						Analisa Shields		0			
QCAZA77002	ASE0048	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-11T00:00:00						Analisa Shields		0			
QCAZA77003	ASE0049	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-11T00:00:00						Analisa Shields		0			
QCAZA77004	ASE0050	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-11T00:00:00						Analisa Shields		0			
QCAZA77005	ASE0051	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-11T00:00:00						Analisa Shields		0			
QCAZA77006	ASE0052	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-12T00:00:00						Analisa Shields		0			
QCAZA77007	ASE0053	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Epipedobates	tricolor		Ecuador	Cotopaxi	Pangua	El Corazón	Tablería, 3-4 km por carretera O de poblado El Corazón	PROVINCIA: Cotopaxi, Bolívar; CANTÓN: Pangua; PARROQUIA: Moraspungo; LOCALIDAD: Orilla del río - Tablerías	Georreferenciación	1097	1097	WGS 84	-1.14184	-79.10657		2019-08-12T00:00:00						Analisa Shields		0			
QCAZA77008	ASE0066	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Orilla de río vía San José-Chillanes	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-15T00:00:00						Analisa Shields		0			
QCAZA77009	ASE0067	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Orilla de río vía San José-Chillanes	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-15T00:00:00						Analisa Shields		0			
QCAZA77010	ASE0068	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Orilla de río vía San José-Chillanes	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-15T00:00:00						Analisa Shields		0			
QCAZA77011	ASE0069	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Orilla de río vía San José-Chillanes	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-15T00:00:00						Analisa Shields		0			
QCAZA77012	ASE0070	Animal	Chordata	Amphibia	Anura	Dendrobatidae	Hyloxalus	infraguttatus		Ecuador	Bolívar	Chillanes	Chillanes	Puente del Río Limón, 8 km E de San José del Tambo vía Chillanes	PROVINCIA: Bolívar; CANTÓN: Chillanes; PARROQUIA: San José del Tambo; LOCALIDAD: Orilla de río vía San José-Chillanes	Georreferenciación	538	538	WGS 84	-1.94181	-79.17176		2019-08-15T00:00:00						Analisa Shields		0			
